Recency,Frequency,MonetaryValue,Cluster,customer_id,Description
35,20,3404.359999999999,1,821,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,28,29121.620000000003,4,822,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,20,3395.7799999999997,1,823,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,49,-26261.239999999998,2,824,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,28,26873.199999999997,4,825,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,30,3678.91,4,826,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,44,30072.82,0,827,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,32,-16134.81,2,828,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,33,-4622.639999999999,2,829,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
12,19,-3028.15,2,830,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,44,90905.64,4,831,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,31,23460.72,0,832,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,32,862.9700000000003,0,833,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,12,1892.590000000001,0,834,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,45,-16092.3,0,835,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,33,9062.220000000001,0,836,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,37,6244.9,0,837,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
41,29,18264.76,4,838,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,10,10823.939999999999,3,839,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,20,8694.98,0,840,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,30,-610.4900000000007,0,841,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,15,1598.1699999999996,1,842,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
0,39,-23941.45,0,843,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
35,15,-4408.57,2,844,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,8,8815.54,3,845,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,37,31213.36,4,846,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,45,87968.59,0,847,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,37,32861.270000000004,0,848,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,15,-1647.3200000000006,2,849,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
12,29,-2022.9199999999992,2,850,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
203,6,8134.83,3,851,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,35,43874.86,0,852,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,24,-1563.6899999999996,0,853,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
370,6,10026.869999999999,3,854,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,35,8737.7,4,855,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,34,-11410.89,2,856,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,39,-9062.11,2,857,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
79,9,-1905.6799999999994,2,858,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
12,28,27761.69,4,859,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
110,8,-6141.43,2,860,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
16,35,36388.01,4,861,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
12,45,14454.92,4,862,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
1,33,62690.59,4,863,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,8,-430.3099999999995,2,864,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,36,8969.05,0,865,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
12,11,21347.0,3,866,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
165,57,27972.16,4,867,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,15,1270.070000000001,1,868,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,27,3861.129999999999,4,869,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,43,14417.37,4,870,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,33,27881.54,4,871,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
41,15,-14678.640000000001,2,872,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,14,926.19,0,873,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,23,-17077.34,2,874,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,32,-16380.529999999999,0,875,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,31,7447.23,4,876,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
26,43,68206.73,4,877,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
1,35,8932.48,4,878,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,7,-1619.5900000000001,2,879,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,48,-720.880000000001,0,880,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,33,35680.06,0,881,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
193,12,1410.1700000000005,3,882,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
34,15,9996.759999999998,1,883,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
40,10,3030.04,3,884,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,7,2837.74,3,885,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,18,17075.11,1,886,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
0,57,-7666.220000000001,0,887,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,48,-5800.319999999999,0,888,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
20,26,4992.5,1,889,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,14,-6319.379999999999,2,890,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,48,46693.85,4,891,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,56,32169.630000000005,0,892,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,18,5748.42,1,893,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,30,32423.39,4,894,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,30,22135.68,4,895,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,26,-3801.13,2,896,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
1,29,-3929.52,2,897,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
16,20,30179.420000000002,1,898,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
0,22,-10324.71,0,899,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,20,3205.0299999999993,1,900,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
0,32,34173.979999999996,0,901,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
12,35,-12049.760000000002,2,902,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,33,14001.92,0,903,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
1,45,30371.909999999996,4,904,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,13,-3815.350000000001,0,905,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,52,29793.239999999998,0,906,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,48,-13450.179999999998,2,907,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,28,23213.99,4,908,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,20,38663.99,1,909,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
0,30,-3320.6500000000005,0,910,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,31,-16730.300000000003,0,911,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,30,24884.18,4,912,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,6,16004.36,3,913,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
51,36,25147.699999999997,4,914,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,12,-13811.95,2,915,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,34,26409.03,0,916,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
39,6,-2944.3,2,917,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
12,42,56142.72,4,918,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,25,-13081.75,0,919,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,41,19310.88,0,920,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,51,57448.78,4,921,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
1,18,-7985.389999999999,2,922,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
30,16,2513.2,1,923,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,41,13631.84,4,924,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
1,46,-27364.29,2,925,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,20,28739.86,1,926,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
12,37,-22493.489999999998,2,927,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,21,28498.19,1,928,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,42,-34781.97,2,929,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,16,8362.85,1,930,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
75,19,-14465.919999999998,2,931,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,17,4479.410000000001,1,932,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
1,33,7854.820000000001,4,933,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,17,-9031.64,0,934,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,38,58561.76,0,935,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
12,8,2421.4,3,936,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
12,20,9449.43,1,937,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
16,19,22346.16,1,938,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
35,35,64263.51,4,939,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,17,21345.17,0,940,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
140,8,22615.32,3,941,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,38,40544.91,4,942,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,9,3704.3999999999996,3,943,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,13,-7409.32,2,944,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,25,-20068.95,2,945,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,26,1106.9700000000003,0,946,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,41,44930.880000000005,0,947,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,12,9731.36,0,948,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
12,34,12096.449999999999,4,949,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,21,-12225.17,2,950,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,53,4240.46,4,951,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
78,9,3973.78,3,952,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,11,-11046.96,2,953,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,32,46156.97,0,954,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,48,-21850.989999999998,0,955,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,23,20384.33,1,956,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,39,27332.02,4,957,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,37,23809.690000000002,0,958,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,6,-6764.84,2,959,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
12,31,39872.81,4,960,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,18,7331.88,0,961,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
20,28,35241.33,4,962,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,31,18803.65,4,963,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,7,3884.1299999999997,3,964,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
